date,excess_log_return,turn,RF,log_Mkt-RF,coskew,rev4,mom1m,indmom,chinv,pchquick,agr,grnoa,chatq,chcshoq,chinvest,pchdepr,pchsale_pchrect,baspread,beta,idiovol,size,mom,bm,cashpr,acc,ol,noa,egr,roaq,roeq,chsaleq,first_lag_excess_return
2008-10-31,-52.65597487456545,1586.9885843459776,20.45472055410336,-13.20013752338102,0.0,-98.1737741050145,-386.3384676008428,13.393739366899323,0.1006212773584933,568.9526418170119,95.06788895893162,164.5685577415128,95.0678889589316,0.6505328132232067,-112.8869474532158,108.06748960393418,-581.7626992475728,456.1226831467473,0.0,0.0,19.638037002253213,0.0,45.60051972644487,-1612.3124160084003,-9.410178304508657,605837.7342834249,927063.7574674366,-2.990146907160856,3.065519749382922,4.219620539485446,236.90680254307915,-11.935576993415266
2008-11-28,-46.55558941796615,1913.3198649165104,10.845395106688706,-25.61390069481302,0.0,-363.3954081072228,-729.3384122521021,65.75445011860465,35.479684664765266,511.515692953679,127.01771437365764,191.18920847632785,127.0177143736576,3.786483142779554,-151.29057901294132,123.42046295564036,0.0,-450.5265629068928,0.0,0.0,-22.97878073283664,0.0,-31.77442861107056,904.6746111989236,28.20878487121337,-59451.87588690175,-56965.81091329036,-1.2676899349170334,-1.4379572555013451,-2.144665647322032,-23.80050465085006,-52.65597487456545
2008-12-31,6.247369889657653,1926.4394318188515,3.950286301702084,-10.775786905681612,-265.20360514213183,11.207199707072087,-1261.7224891037797,-5.460098893421854,80.178541123761,49.290743925845945,160.40844613547608,294.22271456116715,160.40844613547614,2.94141278349479,-288.0006372427105,89.88877560002992,0.0,138.56820485457703,47.095190779606334,2.320015265981332,-102.53340027117564,0.0,23.22722311347184,-2504.8847121367307,13.849796206849284,-45165.55635625823,-120074.74050904204,-53.556502666505054,-10.019609201038318,-15.389194191648986,-84.50248809302894,-46.55558941796615
2009-01-30,-8.898045877756296,786.3297204657973,0.0,2.2105381669735475,-240.7061900964792,124.5322190449568,-1197.1857691319049,48.37160297832983,97.8506604838098,-82.82235949760617,104.54911377845733,157.86256612015305,104.54911377845734,3.426044076941155,-249.71590660077285,184.12466058398445,0.0,-48.75288279945943,-0.8773404004491425,-0.0812252599262794,-88.04803071241622,0.0,305.664439476574,-10567.906255900729,1.077973000565649,585209.8673747419,-25151.72209947603,-28.589731881457205,-5.614928112730723,-16.789536135473643,-10.955994531228722,6.247369889657653
2009-02-27,-6.79794320301157,1407.8660777065518,0.0,-10.875300960538464,-246.4420210432378,-156.00735955665965,-1103.1732949415943,-64.46942351349782,65.30839655619583,-92.10768998954012,63.44546374220512,146.32298260499073,63.44546374220515,-1.19006363009272,-247.0259890257337,192.53645481921836,-120.38601112997335,-109.34976120033338,-7.585873779298247,0.4051105442870115,12.708242930120832,0.0,308.98666118078063,-3203.4818967859937,-2.6588645009116334,113226.13967450336,128081.46943864644,11.23650306000986,4.278579102607587,9.632807383937903,46.580210676481855,-8.898045877756296
2009-03-31,26.319365299227226,1682.5048631738537,1.2759364661341774,-13.583749252513355,-285.8962180915095,-601.2397323033349,-539.1491236688886,6.261412455529049,65.2981367841276,-93.31892315090056,74.49831802676303,156.8058306582835,74.49831802676307,-1.274831569642613,-173.82353891885012,166.64986920685604,-174.25480014823535,98.46620670115146,-3.5820868210060794,0.0279801317638308,-16.58100748633683,0.0,-52.34107927263176,-3922.856038933249,-3.384146983181303,49793.16133474931,119862.81062776224,0.4809977286871074,0.4293352766531315,0.8229841661314019,1.3274408103521935,-6.79794320301157
2009-04-30,37.8626735830439,2654.1774162620454,2.5380925569164123,10.876034857817103,-355.25305247261315,-530.9918643083861,339.74470455322466,-8.248973724976832,-129.6226064456408,273.4624890611596,-70.40076361823203,-100.40158522684612,-70.40076361823198,-1.330555251148137,-45.89326259355865,3.9358887037178074,671.4362882886321,-50.24464763148492,25.08003602850224,1.6140273072440956,-12.838972305366497,-200.76498454955595,1191.225174043403,13800.857862587452,-80.3386648341222,-880516.4936466059,-374960.5998782762,59.95782523398383,26.68155429041253,57.263334590932295,562.4402352883468,26.319365299227226
2009-05-29,-10.808228484593489,1473.5739801290017,1.29041470416022,12.50875913868851,-33.167257382980885,137.0699425070908,679.1960777709529,24.141054266852755,-142.21521049419354,500.6354191754094,-67.6834980344269,-135.330602991935,-67.68349803442689,2.4358171731037377,-67.72232183850159,44.94262918053616,753.5385482650877,56.478019067757344,14.448565674172542,0.5937171773704257,52.09273800071742,-97.16128832309874,281.08482331193954,930.650004577274,-24.412126932514056,78847.9808361493,14673.249802871607,-4.992639823448904,-1.2696359297582234,-4.393165397623235,-51.36127155493068,37.8626735830439
2009-06-30,3.7786160765469,1820.3820757493652,0.0,6.7249691207354605,285.6152096920008,-84.76910942668452,671.0312097330138,34.725494455506755,-116.91582771498317,377.173122837462,-99.11482887437008,-48.251049199012165,-99.11482887437008,4.731415857467685,-24.42937501488703,15.06134527221328,354.1674926232043,27.832830335608666,27.593386463450926,1.3317077153915076,81.71823389984775,-202.64715206669683,397.1582626340073,-3199.6037076373864,48.70300364085378,-103282.80731421662,21294.09911309509,8.145041024777173,-8.021269674937578,-13.171611323601743,-433.7100151424401,-10.808228484593489
2009-07-31,9.931660990107504,1937.159481879139,1.3178627045841578,0.5654090015949776,266.19949882648484,-86.90014180822146,793.8114391811697,-14.76588048200374,-0.619283492215593,-107.1533478044252,-32.17068745985836,88.44145686540796,-32.17068745985837,8.263382536008985,-15.32612701596765,-5.348210568585738,-235.82922333067847,-140.34824490646847,-1.7054913545745762,0.0820523264834545,-19.50438433386762,35.38047965650617,-1149.2328203953634,1400.485941085116,59.32780820068676,-70680.57247754047,93994.38940305868,63.55365720156096,-0.4438527073800919,16.444329369437988,-548.750733818472,3.7786160765469
2009-08-31,1.653306546805121,1603.8237191175035,1.321891406985899,9.829308348393996,268.76095361032094,382.2911888844748,555.3387418639899,-10.389339891353158,-1.6012159296102533,-107.31379342906082,-29.67217366921245,89.34730096259048,-29.672173669212476,8.237129039012835,-33.49675839900152,-32.78863523329012,-253.15512641351336,-24.18954181604772,0.7525108655487998,-0.0722088738947146,7.51767795846672,-414.0296214051891,72.73634370220589,-6770.015005306681,-8.261578225641564,-14137.960194602609,-12922.665642830543,-1.6438168062858125,-1.0712320970246283,-2.292596874093462,-44.26066173273961,9.931660990107504
2009-09-30,7.844423076371078,2031.627676300675,1.3288534132984486,4.35257123512854,235.36054135843116,546.4622776736425,63.88356171701511,-40.095891849650776,-14.282337086785798,44.18914857344644,14.543159044775331,36.04545530711027,14.543159044775308,10.410676944698125,167.84576466862669,-8.677834051910061,-52.174619009447824,-50.62593530149015,0.2310000766343591,0.1495822474863395,19.61432962933281,151.72137201977182,-776.008166438537,1344.7046534042129,-4.643351748315283,9007.94279864803,68736.22823208384,74.65760476220812,4.018476559607679,25.84281506003191,304.3267029695284,1.653306546805121
2009-10-30,-11.291995400907474,1594.8767520660806,1.3286263322313452,5.312608520761745,226.3073659905301,-156.1262717550299,332.11024039176385,-19.072917200295937,-7.231162725927496,97.07935557465524,40.52703704074708,35.473490147208835,40.52703704074703,6.779081118100843,170.0309932208193,32.47492834846186,-30.210128250285425,-1.129352687264685,0.1882343013651564,0.0090983811183491,2.2610746102427584,344.62899297111744,-78.23329487020419,347.46852272846627,-20.239129625767983,173517.751462406,45677.63128142711,-48.47629180386444,-8.16248906355883,-40.49222335815803,221.0968932460895,7.844423076371078
2009-11-30,0.2706703857612924,2123.7833702633293,0.0,-3.501990591514873,101.7785203103646,32.82731271308351,150.28021291557894,-43.13911598648016,32.71078829009539,5.85715810218241,81.3824041108071,49.29695809019918,81.38240411080707,1.570931922701292,180.27964434176275,24.55221840606012,-55.14435035001593,38.3041502470483,124.54490554608196,13.101434203691012,16.11970108921355,-23.63045126900539,-28.592783261707154,-1012.4931295262086,9.568071580166116,28627.30054649664,21903.139293196145,-4.518959323373835,-2.0741268013077345,-3.2740286119410342,-19.992507945973777,-11.291995400907474
2009-12-31,5.6093038653727305,1574.8823397036251,0.0,7.177277772429168,103.99022530793358,145.26736970124756,35.49382351167681,-32.56385907684569,76.53827992388109,-57.52886164445803,125.35333945519235,-15.197621918861437,125.35333945519235,2.2235035103002168,35.14408497077422,81.16173833132106,-127.1844292399138,-64.56356876839277,-1.66695789469739,0.2515833048096176,-22.23098942280285,0.1609333293673103,-22.870168058256468,562.6042409167167,-27.661623727658863,183610.1041879468,-36428.928261720575,-48.677362037072335,-7.81820049887084,-25.88812472680948,18.890780890536853,0.2706703857612924
2010-01-29,-0.133912923853453,844.4380665450404,1.3258399909473868,3.5964717368900696,80.18454670725102,45.49095036154144,60.800912920618885,-16.27607588593362,104.10869993291168,-53.56935445010671,173.95638052522128,78.44302891173551,173.95638052522125,46.40495777224694,36.59060191563465,51.32408621584643,-729.9288560079676,31.48873595357176,-6.4409697714988,0.1264164795149227,0.7666994643700491,62.46532324246903,-36.14840522326836,23.62517323991051,17.66406673980744,1163454.209024556,44019.00647496479,103.30641123212784,15.8466310152209,55.10829878084339,21.56164954276902,5.6093038653727305
2010-02-26,4.733577814196133,1650.390155662368,0.0,-4.556040883192188,83.76346570029328,119.5442569376273,-64.9446462476242,-16.776225903330836,77.3749820889965,280.4491331492255,148.56574152251147,95.73722680074624,148.56574152251147,45.74463751150365,40.6026062412227,68.62862931015246,-773.3267654449409,-26.76924609317706,5.308033672853327,0.2539894122083126,17.161022875820663,33.52881907182848,153.79848131777567,3977.000893296764,-10.232356817647654,-21476.185899587348,26371.85852717934,20.426144365152425,9.844346333943552,17.218741669954277,92.19608565210407,-0.133912923853453
2010-03-31,24.111443275005477,1704.655764643424,0.0,4.460192265634976,46.753236099397206,-145.04002981935233,147.27610829958635,-2.8940621031031264,74.93942028850732,314.23429580580563,153.79642596035487,87.76836818201829,153.79642596035487,45.50261468017629,61.78796919219024,60.21013414357864,-783.6002603428176,-3.994389118114725,0.4936593080635703,0.3295858261405193,0.8181954571455208,-659.1258380170244,8.485012862148551,11.72466575663293,-4.897086749680954,17664.084892833605,95605.83699192898,1.2211592271409586,0.8015232398050429,1.2167710301963552,20.96174807583193,4.733577814196133
2010-04-30,11.676225466607267,1991.99672970151,1.337654921090426,8.184204658006372,54.89340754890281,19.32073315308705,453.78511689005575,0.121221734945781,-125.91333583069468,1333.0245654510288,-9.645010153004913,-72.98273672574568,-9.645010153004884,39.29851432148301,-9.097170729749076,75.90325164689226,-110.98797757565411,-8.840426219989894,1.1566755326064992,0.1121902782320631,10.024124444830704,-48.94341807513672,190.82334074159235,4634.273931959935,-93.4703700558564,-992674.8073957408,-315034.7199068116,44.40225295923398,33.75632606833309,74.79055563818864,490.3655334432109,24.111443275005477
2010-05-31,-10.179289629480522,2339.7990987600588,1.3557540975887497,2.684482824333381,108.85107989377543,71.409834715666,557.2668913491995,-89.40320464551117,-136.04916481917508,1031.7572652925396,-21.9980621875481,-243.09782909255145,-21.998062187548022,-0.0375406289247326,-15.836863525716936,86.12631035108612,729.9669671290312,34.96450994597568,8.681168524648541,0.6681221573670086,46.57157272935592,-107.6591860591924,-182.62472804753543,686.2177318020755,-35.17588696978643,58568.35924995737,-12100.375244183931,-88.29383707716038,-5.002953935849632,-24.09345684628103,-116.27507424233966,11.676225466607267
2010-06-30,-26.154297831610695,2211.708431244956,1.364901731925289,-11.216504607884858,86.4041792429881,-7.7392861741915775,439.7163649764073,0.0,-57.11001467722026,94.14213971760717,16.700609664646095,287.75650687740705,16.700609664646166,0.4312894618625945,-27.06853300919236,19.53523551229226,100.66765383599136,29.773238403121795,3.475197244922469,0.2017725261250511,24.712937565172524,47.00811438097776,-488.99707940176,-8766.204686431418,106.9424565330695,-76440.25853729248,233212.69582040235,-36.27845492531711,-17.90601374267819,-32.92425882025985,-664.5530754394247,-10.179289629480522
2010-07-30,7.3290984361620675,3022.536802903349,1.3569399670943874,-7.776008769284927,55.15245800590522,70.01417510646542,-0.5787070983663156,-9.637609047040735,28.86227181865648,-264.075541010744,44.10164073661353,402.35574301148745,44.10164073661355,2.52700113417532,-32.61847129685458,-17.357593122246225,-365.011944311078,-40.53087968079994,-2.440751602382249,-0.1816003536368917,-19.989363485865624,-38.58891306641044,-62.94009670317382,998.8860411264886,64.37097240301802,15627.195352246054,80539.39352397807,-65.44257739416351,-21.31747085976337,-60.084207942783614,-357.51139809181274,-26.154297831610695
2010-08-31,-13.822204399769314,1693.772653904492,1.3380134680976972,8.964388317863236,90.17716329779527,319.3753223416136,-222.1068785098685,17.979302384976894,27.81934346568571,-254.5060987814607,32.658511425517005,390.0236689294635,32.658511425517,73.78953610742009,-50.70523496958997,-39.68552100163932,-359.9848184631114,18.077546083591827,1.9984133421359616,-0.1981769492605103,-51.973594349975656,154.64772429007212,-13.149314998913953,-120.9658151927506,-0.8575641966251624,-107707.63562980574,-88881.17484247126,-2.8976533742310657,-1.9211058981598088,-3.003937767576076,-16.903787542954205,7.3290984361620675
2010-09-30,24.46463613945082,1573.1114248526462,1.3434182990703878,-6.565307309246898,67.3586872132061,162.1080830304787,-568.3319476680806,-5.716532553156686,2.625939047943855,-127.73105357450396,-25.098863554257218,11.321576276557336,-25.098863554257264,70.76114205536429,-154.63426790175734,-0.8630253946669768,-171.09604997500983,7.320732623206581,-2.479546826883052,0.0372651897481475,14.098431011939056,416.3249043568724,338.64629124571616,-1997.0963575319563,-7.60347396704649,-15332.770562323742,29564.93131180713,-37.44386557690128,-6.07992322025742,-19.289271803189045,290.7174604270844,-13.822204399769314
2010-10-29,3.264649336462236,1416.1748219607418,1.332546675698865,12.140950033513487,56.47228790185584,-123.31521613045678,-94.60051564183684,-10.98512414460571,4.960888670499717,-154.19211650050966,-33.63237829354516,44.63619358105602,-33.6323782935452,50.22133634816867,-150.81601245209973,1.5457856425778476,-58.464781113951496,-31.832840704863543,-1.3761105269106224,-0.4256516624127293,-28.331039484787425,147.10145222080575,40.40542804445681,-1425.347798890385,-3.846162139954373,-125919.53663405403,64508.74800436432,-23.64713668734309,5.144398856570279,10.449777099022496,218.39328711964092,24.46463613945082
