date,excess_log_return,illiq,log_Mkt-RF,baspread,rev2,mom1m,indmom,cashpr,chatoia,chinv,ep,acc,agr,grnoa,chatq,egr,pchsale_pchrect,pchsale_pchxsga,roaq,chsaleq,sue,chfeps,sfe,RF,mom,max,r_sq,aeavol,stdcf,pctacc,salecash,first_lag_excess_return
2009-02-27,-69.11105066972921,16.617781604201667,-27.3614041196453,253.81093289802968,-658.9972617807309,-2282.2848881715217,-199.4955070351997,-77115.33828571423,-459.48681030447017,-71.99449877119517,-83.25893401726488,-270.0770544823702,-221.32045207886432,520.5851622230118,-221.32045207886424,434.438439119496,48.35108312932051,-417.8329290760492,-6.689393478771894,-868.8574120318709,-0.4153192255055776,-3770.1925586997536,-12.9929124197991,0.0,0.0,94.47862661380816,0.0,-82.70360436959709,39.94415860122626,-246.9434871530912,8101.711468219699,-48.52496307918562
2009-03-31,23.617319631296485,2.318597826981672,-34.00440489733246,336.30155685846273,487.67246236929935,-1673.825571762531,-76.14664429417964,-128232.97110819008,-585.714625546844,-129.87031071444497,-406.9268171907256,-366.0940605982103,-365.6950223974186,-393.037022399406,-365.6950223974184,-397.14800923048745,-50.41720029680943,-581.1842737303875,-94.08752541785444,-1180.4666335940938,-0.320318036687906,-1514.5262452289635,-48.92730101845476,3.194071048511902,0.0,-7.492111929488942,0.0,722.5204392132948,26.7372699949384,-7.097614854832159,-69438.25382989482,-69.11105066972921
2009-04-30,81.50861800834436,2.5164639458169877,26.965406863102167,283.5136691926297,-605.7621603300402,-664.9904006318093,86.51836928273978,-123525.41247112944,-572.5521297443861,-136.79201222525842,-415.21510006295415,-375.4562547323312,-360.30631559553245,-406.468353059773,-360.30631559553234,-389.81740094584313,-82.55535067277313,-642.3607851792124,-96.5042297035579,-1182.2692148590515,-1.0062033299701858,-1415.6662607690685,-136.17356928928285,3.0987276918554016,0.0,-75.74472416039384,0.0,147.4687365802206,-3.313616363446954,252.88550913890543,-13829.710739670496,23.617319631296485
2009-05-29,21.547958119217903,1.877704294934432,30.677153354946626,259.4707345409754,-868.0454758462148,-59.890523068056815,151.28651288132767,-1077446.0287514678,-369.3230847575426,-147.64919690850343,-278.3447356357964,-218.1950315132417,-266.08216595715044,-194.0971328322653,-266.08216595715044,-136.25613786382078,-513.6096544719323,-1139.2819189050315,-64.31607248811366,-1089.7052408704285,-1.9157378228568869,-1143.948638143571,-134.4003996089044,-3.1281163500441656,-121.1434822549354,71.7877928480683,0.0,-812.0142242991669,52.37685016194047,-34.99166760954391,741419.8887080105,81.50861800834436
2009-06-30,9.19926068549078,1.328855532432396,16.405207075590777,329.11524316020973,355.3150202973289,887.2309243329842,68.62478291286246,-1096225.1150377102,-340.029051660229,-170.16206913973377,-305.1771430887037,-225.15291522803463,-246.65618031552955,-207.46418626729843,-246.6561803155295,-142.63956880444528,-674.2036033019183,-998.8511248507772,-65.4853126954817,-1049.7042912189977,-2.3174088041273886,-18.289859357233503,-61.6103838308061,-3.1646823903231383,28.675373357001902,263.9597888463616,0.0,-556.924055316066,22.948197324341663,-1.582552133003169,14259.786979059572,21.547958119217903
2009-07-31,17.41523671769788,6.970887643019247,1.392806269315564,210.9436305625515,1157.568655881865,1961.7510886769028,-57.0561597895388,-1106985.114857528,-304.2148581847738,-154.48965851659307,-305.31568560250497,-256.88305648252856,-234.07591983169925,-213.68290733802192,-234.0759198316992,-117.77568629464804,-474.30944977707816,-929.4187059582248,-63.896710666422464,-995.9262016945275,-1.5785946012389134,-163.28979651748634,-70.7185302915998,3.246371090421431,-9.568711911955916,18.93925318328604,0.0,340.0889669003766,7.884771785279327,-98.88456582044516,13449.607748751065,9.19926068549078
2009-08-31,17.689607600579585,1.1705766856798443,24.20086670866701,262.2763941076739,318.2192323724887,1858.2289359161152,35.457429183308136,-105392.52587473491,-85.1023262931509,-122.81858527209792,-137.43522510887942,-343.08659131699807,-48.38806409115633,-184.49843748236003,-48.38806409115625,45.66482492171362,-194.39925057614465,-69.53943968173455,-38.17733663966808,-270.79314451754493,-0.1896860665103013,-36.702433352502496,-48.050039057376274,0.0082747717185034,-65.48449454251255,26.708806205312044,0.0,404.5476786798363,512.0929092041904,-124.07447213344764,-950150.8373866774,17.41523671769788
2009-09-30,8.238090864723482,6.493601506234969,10.7033345335609,249.55121909241524,138.2304377118253,935.5899882000188,-106.9966990241937,-98660.46693684364,-72.20068290913515,-118.95611242851172,-90.44502819914244,-353.7814656745022,-24.525285772324395,-181.34244629535735,-24.52528577232433,72.58249132459545,-124.21128703165216,-75.03617210825277,-27.522340304928917,-210.39595961601208,-0.3124465007820916,835.734031761707,-8.557334711245748,0.0131151600820298,43.985868591195086,22.71644077371741,141.4994608514256,378.5684756100359,0.8564111450610881,-7.638598519690561,-1473.836109530297,17.689607600579585
2009-10-30,-32.75971066652021,4.986901462969531,13.11986591938129,285.4060728097608,247.9342091881117,743.4142870949858,-67.10126923311279,-97910.67825889649,-61.9005663063658,-105.21772446019943,-72.81001198201804,-325.99398745543584,12.18803699305199,-178.96842018195886,12.188036993052076,90.102461942111,-78.02410071152222,-55.82053963401799,-11.579355977881152,-156.55168461958124,-0.971208383936666,854.1282611752374,-4.063456827957287,0.0133765334086537,133.38158547745877,23.805509851211923,-0.9083374337151326,59.90382662703769,1.817413085021485,25.882202626881732,-1427.5936577160028,8.238090864723482
2009-11-30,20.52512025513307,85.84667331677268,-8.62552193489838,268.01938192211435,240.81127980698432,142.45590185998594,-178.43979163882332,-91680.53183598396,116.34920783787008,-30.531895991257237,29.72659191900433,-334.3110621872892,76.0021919041628,-17.80680441823201,76.0021919041627,86.76941716184189,235.62875648448528,552.1097549709671,31.74229213404516,649.7826170088406,-0.8816775257572007,890.3044699802009,9.016125354905991,-3.281137555630618,29.08139602760072,3.638118939288347,1.9718855496933827,586.5339110739301,-472.4311510039157,136.33130895033855,22805.979741233125,-32.75971066652021
2009-12-31,37.68852548194709,13.62501973505648,17.65855567100914,240.99088970010985,120.67494822294344,199.32626869973723,2.689651671068022,-88575.55729120577,116.96488741891226,-18.33204681955108,35.39428879705882,-342.5420441712191,87.33289367563377,-44.3958535972328,87.33289367563368,48.16956850966381,239.8893905495364,509.07519269,34.435659749976246,639.7019909972785,-0.4613169330783169,600.5411151678826,22.08212863610064,0.0,16.85742163430757,-22.638514089882165,-8.926693961422643,61.385328577978726,-6.454241582980558,-4.096439401237802,-2205.0260018653357,20.52512025513307
2010-01-29,-34.00382484385936,3.068940040505841,8.896809561543567,252.6004712937025,-464.0007005581991,504.3438992052391,-25.152296053935157,-86255.45306393859,102.02928909419022,-14.246293108850502,33.34069142828203,-308.9690260452024,86.43126828005302,-42.91650185644752,86.43126828005292,45.49449983384493,218.53779059651671,480.4123320912933,35.0845631821758,577.7461517853453,-0.4949761813391429,500.8589088711346,17.635928722102964,3.279810539742356,-14.103689033795227,34.40136455717868,3.243227367638156,135.53107966083235,9.599449809119676,5.242251761683008,-1113.0154041029746,37.68852548194709
2010-02-26,9.06636926895012,0.9841461000106564,-11.291940136685232,246.5374150845194,314.57836736642054,-102.05361859089086,-59.255016595164975,-86748.01346106778,34.509126291707446,3.1709865350834456,41.08161063776251,-234.94762388329167,47.45638059780089,16.913549738586436,47.456380597800816,30.63393496744037,201.0118868912952,233.3420246357992,37.77590230938319,284.97944264585044,0.4595422663497719,500.9317675760607,23.37404057595192,-3.279810539742356,2.6052916370975083,-12.568482936701798,0.4503390588541265,1379.3080821863714,12.657594367561046,10.778150106335945,2725.71749181865,-34.00382484385936
2010-03-31,30.211556995097123,4.272094202666839,10.965805377443171,283.90807685349967,541.2436204858569,503.64664878383934,-5.967285521050218,-70228.79805469884,-25.21850818517481,1.5106632082173217,-2.8230666086791603,-216.38915377536276,-4.305825936911539,45.69547973047443,-4.305825936911523,35.036258036418204,-266.5480834387181,-105.17195028486404,11.94768084257837,10.730327316921835,0.3423621732534153,117.92494920929268,27.9083015665253,0.0,-1738.2983134712022,-15.789997845820269,-0.5212052321106171,-231.24521787460253,19.50406940530428,17.044952337103467,-6610.032761066497,9.06636926895012
2010-04-30,-1.0333304926154152,0.7626170038191646,20.1233480669402,208.11696709205023,-489.9030269667616,625.8907659852316,-4.386967056181626,-69160.01854227118,-30.900965089246142,5.492337669111262,-22.982477588430328,-217.45705831965236,0.6407061419687361,39.99881882303304,0.6407061419688267,-7.203575515162384,-329.3157354422298,-241.6969147154352,-0.4794044814659252,-2.050356448418867,0.0722858203700132,39.49078586068545,21.940438828864007,3.289030112929161,-529.9200626254535,12.627300642843808,2.9167254321566247,-224.31590054226763,7.244064529523371,63.08232411939883,1907.036526899159,30.211556995097123
2010-05-31,-27.96794332138081,5.665032400976533,6.554048495378672,241.87504720707744,145.53857990928972,47.51403101332592,-93.5140559513287,-86275.51829596482,65.99344474317391,21.305716841923733,-6.321681133825519,-108.12674539029324,58.48530168272838,13.80950370386457,58.48530168272855,-14.132861736577173,114.49806867354484,236.7858286998179,12.91570421233626,322.44111634510347,0.0261088694042935,307.5943402636173,39.67164899315052,0.0209847707054677,35.58943489977992,-4.840258210339357,-0.711324250083095,-1217.900251976319,1.0554203221676062,13.877028401011136,-29518.145748138137,-1.0333304926154152
2010-06-30,-42.989511718088565,0.9637559310735354,-27.20520080575601,231.3533718386024,434.7738037445669,152.5390647886927,0.0,-88405.08651300728,110.11853120001976,22.790016108425707,4.880114075024261,-93.43401858900116,84.67733996956485,-6.19549408412184,84.67733996956503,-10.371620079716148,178.336136685254,435.3489806343504,19.243719199406858,499.5405381770042,0.0852957213660657,1071.7869496075605,74.03269369760804,0.0005018054102543,358.8335392422598,-235.90540828287328,-16.831795339557573,46.9762164606409,-2.429207705411727,-0.6909427393726553,1586.5736289157503,-27.96794332138081
2010-07-30,33.01978950548183,0.6374760388233309,-18.856613353862056,215.7662901178765,-29.56698197891334,-586.414416426468,-55.99447685348733,-85666.41288037547,154.49444918504312,35.11064374204872,-4.753665040532611,-91.98879397685003,103.5434927755676,0.9493075493655834,103.5434927755678,0.9431601739113488,213.37642846113573,651.5313190142532,22.84315602050573,610.3570680987885,-5.586138286163693,1017.5919528508908,71.51353916766733,-0.0199735501314561,-725.8008702940149,-55.63220360039713,1906.657186170278,70.74087361814509,1.2902805426333543,-7.177296244932805,-488.46926889511815,-42.989511718088565
2010-08-31,-36.71212340636814,1.5643307859646791,21.83755914699568,220.71893870924256,-379.2092071334136,-542.0941442078205,16.230757982186102,-92762.98785514286,207.419666966802,52.442770175912806,26.747045703066235,-83.42861486182922,77.07187119996117,53.933067132124535,77.07187119996122,-16.918957343544022,232.36760808771336,661.5641014720761,37.89620972723388,755.6348851510811,-4.51856748574989,621.9422232666315,59.19854248246065,-0.031096179120754,292.01290271036214,-43.59470353873121,89.3004268877246,-680.2979282386405,-13.774036211109888,3.60650898343577,2023.008312207225,33.01978950548183
2010-09-30,40.38784358839816,12.559015390002171,-16.044858350805573,292.7379880083857,-594.6146098315448,-1010.8453340855148,-5.239559846421287,-92688.60661465448,204.42490112048577,61.11896664610304,31.28776469845688,-83.90321053234676,43.28551149833352,103.2647141698303,43.28551149833357,-0.4627933031957143,275.51592400964074,638.0151470649233,40.93747352766895,737.4418398707342,-4.421869498973213,-118.94799548064758,51.95750626928877,0.0237133401228359,509.9525063210981,50.01003034669304,48.56093018238198,-222.2471766395529,6.963944525103102,-47.452104993442205,-227.1912074471038,-36.71212340636814
2010-10-29,10.937219011024434,1.115360413732944,29.651016903370746,253.07324017825007,456.999465708505,-71.24213164554126,-13.58341770370587,-89795.45979938046,184.69363578874444,56.99776860045975,66.92329542504616,-46.497358340988086,45.26583279936986,129.67591607800517,45.26583279936991,4.653919644966029,277.5010962404409,610.176820843089,53.96686595928829,667.3683960555185,1.9668366002977888,-234.3545520799994,47.421197219709065,-0.0287721427604554,-12.468928125426828,-48.11046160847468,-36.70639756942137,110.90526434613412,-8.469149755859007,6.585706029667094,-3606.323097961853,40.38784358839816
2010-11-30,15.373081165756028,0.7689086080293097,12.4962470023583,288.343029078755,-491.06336953572463,665.0164263502613,48.6486118795022,-96460.55041347626,1.9754214521944815,13.584025463892306,39.70268253010378,-95.39661470450216,79.30461489883744,67.29472441097276,79.30461489883747,47.94208251624215,-22.30930901756909,-25.66297478090501,39.95515431616779,45.07947720517985,1.046200262844212,-196.7114491168324,46.00296946987558,0.0287014390176025,-732.3189309930799,78.46907268138773,48.14106764634698,-15.054043113771968,4.941336871171529,45.00417718540491,2557.264650117242,10.937219011024434
2010-12-31,40.12562345878328,0.7644524179127118,1.9692538065398169,260.8780102160395,553.4425157781884,413.0369759857966,-40.894202401762406,-738010.1960472249,-0.5899746546620257,6.612333114200768,36.89088854308337,-85.29594309417433,120.78615082086006,63.01637075413261,120.78615082086014,73.86233632168683,-45.83689613475982,-74.30380026472739,38.65747817754666,-6.220925256820376,0.5962673559718599,-330.26405051143183,29.58898700349776,0.0091674953917646,-632.6672499190213,6.798495949232688,-1.9332354894281707,304.3464754454467,2.4587344548336887,81.26698822949184,362513.024856708,15.373081165756028
2011-01-31,4.3291153995987335,0.5699615516757741,21.79632859775446,238.4093305416918,145.2655773684309,1485.0797883860482,-25.123303296518745,-757802.399772396,-15.088536541990376,2.985995669565765,36.84777861057295,-89.96939724437574,107.74910975165984,54.85441281317407,107.74910975165996,69.90839345205515,-97.25774304741824,-71.29644186046505,38.275761715010745,-43.29579395619738,0.5697331306981801,-341.7152392901433,28.50768020042549,0.0117888648093962,771.4570842965941,-27.61765105224208,-3.817575691956336,291.36365240736404,2.0964338427060056,0.7141468450960531,12387.41052074934,40.12562345878328
2011-02-28,12.572874111533777,0.4854481615101991,6.565344982107516,224.1856021723683,217.97509285531345,998.8610433519876,66.18611414976642,-753847.9690073852,-23.94773603887845,23.055900622997147,26.07989486767008,-91.46299934027805,73.0319234665177,72.19565172012082,73.03192346651772,-23.268749285344366,-36.65253441735205,-218.79547980171893,29.292195764257936,-34.78279758460588,0.953758547782392,-398.9372925474165,30.165299406539525,0.0281720688742801,-696.7450485625245,5.582577861024902,106.94112676157329,5400.672146034724,4.796900679692044,8.520251551833404,4298.902467694192,4.3291153995987335
2011-03-31,5.394600294850476,0.9283756494892752,11.443137147653475,365.5118584376503,580.5000280976338,1032.817818674213,54.11588567209837,-740555.4101520979,-22.36492857718252,37.88430441826519,0.9183316814599884,-107.74760484921616,42.409678066722286,183.68129176303236,42.40967806672223,-44.6445180731492,-148.2135464261574,-151.94331631398592,19.29893761886105,-11.128628618140098,0.92760513562196,585.9998874495247,47.73364274903686,0.0038347990128038,997.6143008828848,27.376624936390613,-8.123839203878106,829.7779363388308,48.51994538714939,-18.86369080826615,-7037.28158922639,12.572874111533777
2011-04-29,4.564881379089568,0.5488456903434682,1.5358521992818794,274.1668839635653,66.40464047800444,895.5822743498394,18.25913898414277,-350805.69776805805,-27.854461207530235,51.11736935739879,-11.486354809351722,-125.45838585956083,47.85110499155645,183.18433663118336,47.85110499155637,-44.5780406905711,-141.7852947758877,-168.38569900406486,14.934270907892271,-45.43206856724821,0.0808908887674703,758.1089912746331,50.58566047053535,0.0107672195057069,-165.6655140244884,-5.762881718695439,114.78223830497018,-4638.852240831227,4.274267136558933,-84.94751891150105,-165007.65624630073,5.394600294850476
